,title,price,num_owners_from_new_text,reg,car_type,miles,eng,bhp,gears,fuel,extra_detail,seller_type,distance,seller_town,link
402,Nissan Micra 1.4 16v Active Luxury 5dr,2445.0,12 month MOT,2008 (58 reg),Hatchback,76924,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 12 cars
","
middlesbrough - 
40 miles away
                ",middlesbrough,/classified/advert/201810191648763?price-to=4000&sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&radius=1501&page=33
403,Ford Fiesta 1.4 TDCi Edge 3dr,3750.0,Low  mileage ,2010 (10 reg),Hatchback,56372,1.4L,67bhp,Manual,Diesel,,"
Trade seller
    ","
catterick garrison - 
41 miles away
                ",catterick garrison,/classified/advert/201907240403359?price-to=4000&sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&radius=1501&page=33
404,SEAT Ibiza 1.4 16v Special Edition 5dr DAB,1695.0,3 MONTHS WARRANTY,2007 (57 reg),Hatchback,88000,1.4L,98bhp,Manual,Petrol,,"
Trade seller - See all 16 cars
","
northallerton - 
44 miles away
                ",northallerton,/classified/advert/201907119959200?price-to=4000&sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&radius=1501&page=33
405,Alfa Romeo Mito 1.4 TB MultiAir Sprint 3dr,3495.0,MAY 2020 MOT,2011 (61 reg),Hatchback,65000,1.4L,105bhp,Manual,Petrol,,"
Trade seller - See all 16 cars
","
northallerton - 
44 miles away
                ",northallerton,/classified/advert/201903186004431?price-to=4000&sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&radius=1501&page=33
406,Ford Fiesta 1.4 TDCi DPF Zetec 5dr,2490.0,£20 Road Tax,2011 (11 reg),Hatchback,123875,1.4L,69bhp,Manual,Diesel,Franchise,"
Trade seller - See all 17 cars
","
kirkby stephen - 
45 miles away
                ",kirkby stephen,/classified/advert/201907190244030?price-to=4000&sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&radius=1501&page=33
407,Ford Fiesta 1.4 Style + 5dr,3990.0,Full service history,2009 (59 reg),Hatchback,57362,1.4L,94bhp,Automatic,Petrol,Franchise,"
Trade seller - See all 17 cars
","
kirkby stephen - 
45 miles away
                ",kirkby stephen,/classified/advert/201906269416662?price-to=4000&sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&radius=1501&page=33
408,Hyundai i20 1.4 CRDi Style 5dr,2799.0,Low Tax - 2 Keys-pristine,2009 (59 reg),Hatchback,75000,1.4L,89bhp,Manual,Diesel,,"
Trade seller - See all 87 cars
","
choppington - 
13 miles away
                ",choppington,/classified/advert/201907240399536?price-to=4000&sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&radius=1501&page=33
409,Vauxhall Corsa 1.4 i 16v SXi 5dr,3999.0,5dr-AUTOMATIC-45K-CRUISE,2011 (11 reg),Hatchback,45000,1.4L,99bhp,Automatic,Petrol,,"
Trade seller - See all 65 cars
","
cramlington - 
8 miles away
                ",cramlington,/classified/advert/201907220340137?price-to=4000&sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&radius=1501&page=33
410,Vauxhall Corsa 1.4 Active 3Dr [ac],3991.0,MEGA USED CAR EVENT! ,2012 (12 reg),Hatchback,65948,1.4L,99bhp,Manual,Petrol,Franchise,"
Trade seller - See all 50 cars
","
bristol - 
246 miles away
                ",bristol,/classified/advert/201906259377416?sort=distance&maximum-badge-engine-size=1.4&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&postcode=ne46an&page=34
411,Ford Fiesta 1.4 TDCi Edge 5dr,3195.0,,2010 (59 reg),Hatchback,76587,1.4L,67bhp,Manual,Diesel,,"
Trade seller - See all 11 cars
","
northallerton - 
49 miles away
                ",northallerton,/classified/advert/201907029631450?sort=distance&maximum-badge-engine-size=1.4&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&postcode=ne46an&page=34
412,Hyundai Getz 1.4 GSi 3dr,800.0,Great runner,2009 (58 reg),Hatchback,95000,1.4L,95bhp,Manual,Petrol,,"
Private seller
    ","
carlisle - 
50 miles away
                ",carlisle,/classified/advert/201907220334110?sort=distance&maximum-badge-engine-size=1.4&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&postcode=ne46an&page=34
413,Peugeot 207 1.4 16v S 3dr,1094.0,,2006 (06 reg),Hatchback,60000,1.4L,90bhp,Manual,Petrol,,"
Private seller
    ","
carlisle - 
52 miles away
                ",carlisle,/classified/advert/201907250445939?sort=distance&maximum-badge-engine-size=1.4&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&postcode=ne46an&page=34
414,"Hyundai i20 1.4 CRDi Active Hatchback 5dr Diesel Manual (96 g/km, …",3991.0,zero road tax ,2013 (13 reg),Hatchback,69300,1.4L,89bhp,Manual,Diesel,,"
Trade seller - See all 10 cars
","
carlisle - 
54 miles away
                ",carlisle,/classified/advert/201906038628046?sort=distance&maximum-badge-engine-size=1.4&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&postcode=ne46an&page=34
415,SEAT Ibiza 1.4 TDI Reference Hatchback 3dr Diesel Manual (127 …,1250.0,£30 Road Tax,2007 (57 reg),Hatchback,74000,1.4L,79bhp,Manual,Diesel,,"
Trade seller - See all 6 cars
","
ripon - 
59 miles away
                ",ripon,/classified/advert/201906279477505?sort=distance&maximum-badge-engine-size=1.4&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&postcode=ne46an&page=34
416,Vauxhall Astra 1.4 i 16v Breeze 5dr,1890.0,"60000 Miles , Recent Service",2008 (08 reg),Hatchback,60000,1.4L,89bhp,Manual,Petrol,,"
Trade seller
    ","
york - 
62 miles away
                ",york,/classified/advert/201907049708776?sort=distance&maximum-badge-engine-size=1.4&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&postcode=ne46an&page=34
417,Vauxhall Astra 1.4 i 16v SRi Sport Hatch 3dr,2200.0,"3 Owners, Low Insurance",2010 (60 reg),Hatchback,87000,1.4L,89bhp,Manual,Petrol,,"
Trade seller
    ","
york - 
62 miles away
                ",york,/classified/advert/201907180209241?sort=distance&maximum-badge-engine-size=1.4&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&postcode=ne46an&page=34
418,KIA Venga 1.4 2 5dr,3500.0,Expect great used car deals.,2010 (60 reg),Hatchback,63558,1.4L,89bhp,Manual,Petrol,,"
Trade seller - See all 46 cars
","
kendal - 
63 miles away
                ",kendal,/classified/advert/201905087719258?sort=distance&maximum-badge-engine-size=1.4&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&postcode=ne46an&page=34
419,Ford Fiesta 1.4 TDCi DPF Edge 5dr,3695.0,"£20 ROAD TAX, 68 MPG, 5 DOOR",2011 (11 reg),Hatchback,66857,1.4L,69bhp,Manual,Diesel,,"
Trade seller - See all 39 cars
","
scarborough - 
66 miles away
                ",scarborough,/classified/advert/201907220331206?sort=distance&maximum-badge-engine-size=1.4&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&postcode=ne46an&page=34
420,Citroen C3 1.4 E-HDI EGS AIRDREAM VTR PLUS 5d 68 BHP PANORAMIC ROOF!,3995.0,£0 ROAD TAX! AUTO!,2012 (12 reg),Hatchback,38992,1.4L,70bhp,Automatic,Diesel,,"
Trade seller - See all 76 cars
","
chester le street - 
9 miles away
                ",chester le street,/classified/advert/201907260480626?sort=distance&maximum-badge-engine-size=1.4&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&postcode=ne46an&page=34
421,Ford Fusion PURSUIT CLIMATE With One Owner From New 1.4 5dr,2600.0,FULL FORD SERVICE HISTORY,2007 (57 reg),Hatchback,40604,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 117 cars
","
barnsley - 
98 miles away
                ",barnsley,/classified/advert/201907099874357?sort=distance&maximum-badge-engine-size=1.4&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&postcode=ne46an&page=34
422,"Honda Civic 1.4 i-VTEC Si Hatchback 5dr Petrol Manual (135 g/km, …",3799.0,1/2 Leather Air Con Alloys,2010 (10 reg),Hatchback,82341,1.4L,98bhp,Manual,Petrol,,"
Trade seller
    ","
scunthorpe - 
103 miles away
                ",scunthorpe,/classified/advert/201907150092352?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=35
423,Volkswagen Beetle 1.4 Luna 3dr,2395.0,,2008 (08 reg),Hatchback,95000,1.4L,75bhp,Manual,Petrol,,"
Trade seller - See all 32 cars
","
knaresborough - 
67 miles away
                ",knaresborough,/classified/advert/201907099883011?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=35
424,Alfa Romeo Mito 1.4 TB MultiAir Veloce 3dr,2995.0,"AIR-CON, FSH, LOVELY EXAMPLE",2009 (09 reg),Hatchback,76000,1.4L,120bhp,Manual,Petrol,,"
Trade seller - See all 32 cars
","
knaresborough - 
67 miles away
                ",knaresborough,/classified/advert/201907049710893?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=35
425,Peugeot 207 1.4 16v Sport 5dr,1695.0,SPORT MODEL+ AIR CON+ ALLOYS,2007 (07 reg),Hatchback,89905,1.4L,90bhp,Manual,Petrol,,"
Trade seller
    ","
windermere - 
67 miles away
                ",windermere,/classified/advert/201907069796540?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=35
426,Peugeot 207 1.4 VTi Sport 3dr,1795.0,MOT May 2020+ GOOD HISTORY+ ,2008 (08 reg),Hatchback,98935,1.4L,95bhp,Manual,Petrol,,"
Trade seller
    ","
windermere - 
67 miles away
                ",windermere,/classified/advert/201907119966238?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=35
427,Vauxhall Corsa Sxi Sxi Ac 1.4 5dr,3290.0,,2010 (60 reg),Hatchback,48000,1.4L,99bhp,Manual,Petrol,,"
Trade seller
    ","
york - 
69 miles away
                ",york,/classified/advert/201907230387731?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=35
428,Honda Jazz 1.4 i-VTEC ES 5dr,3100.0,Full service history,2010 (60 reg),Hatchback,78000,1.4L,98bhp,Manual,Petrol,,"
Private seller
    ","
harrogate - 
69 miles away
                ",harrogate,/classified/advert/201907240420652?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=35
429,SKODA Fabia 1.4 16v Elegance 5dr,2395.0,THIRTY CARS AND VANS IN STOCK,2007 (56 reg),Hatchback,68000,1.4L,100bhp,Manual,Petrol,,"
Trade seller - See all 23 cars
","
milnthorpe - 
70 miles away
                ",milnthorpe,/classified/advert/201907200283052?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=35
430,KIA Ceed 1.4 S 5dr,2295.0,1 OWNER  FULL SERVICE HISTORY!,2009 (09 reg),Hatchback,78000,1.4L,103bhp,Manual,Petrol,,"
Trade seller - See all 13 cars
","
york - 
71 miles away
                ",york,/classified/advert/201906128949726?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=35
431,Renault Modus 1.4 16v Maxim 5dr,1500.0,12 Months MOT,2005 (55 reg),Hatchback,43808,1.4L,98bhp,Manual,Petrol,,"
Trade seller - See all 10 cars
","
york - 
72 miles away
                ",york,/classified/advert/201907260473701?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=35
432,"Fiat Grande Punto 1.4 ACTIVE 8V 3d 77 BHP 1YR MOT, IDEAL 1ST CAR",2490.0,"2 OWNERS, FULL SERVICE HISTORY",2010 (59 reg),Hatchback,67124,1.4L,77bhp,Manual,Petrol,,"
Trade seller - See all 32 cars
","
york - 
72 miles away
                ",york,/classified/advert/201906299537557?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=35
433,Vauxhall Astra 1.4i 16V Breeze Plus 5dr,2600.0,Electronic Climate Control,2008 (58 reg),Hatchback,24509,1.4L,89bhp,Manual,Petrol,Manufacturer Approved,"
Trade seller - See all 223 cars
","
edinburgh - 
91 miles away
                ",edinburgh,/classified/advert/201907220318375?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=35
434,Ford Fusion PURSUIT CLIMATE With One Owner From New 1.4 5dr,2600.0,FULL FORD SERVICE HISTORY,2007 (57 reg),Hatchback,40604,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 117 cars
","
barnsley - 
98 miles away
                ",barnsley,/classified/advert/201907099874357?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=35
435,Vauxhall Astra 1.4i 16V Energy 5dr,2500.0,MP3/CD Player & 7 Speakers,2007 (07 reg),Hatchback,48279,1.4L,89bhp,Manual,Petrol,Manufacturer Approved,"
Trade seller - See all 152 cars
","
perth - 
123 miles away
                ",perth,/classified/advert/201906189132759?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=36
436,"MINI Hatch One 1.4 ONE 3d 94 BHP AIR CON, E/WINDOWS, R/LOCKING",3250.0,EXCELLENT S/HISTORY 7 SERVICES,2009 (59 reg),Hatchback,71000,1.4L,95bhp,Manual,Petrol,,"
Trade seller - See all 32 cars
","
york - 
72 miles away
                ",york,/classified/advert/201904237229348?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=36
437,Ford Fusion 1.4 Zetec Climate 5dr,1995.0,well kept example,2007 (56 reg),Hatchback,89360,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 6 cars
","
scarborough - 
73 miles away
                ",scarborough,/classified/advert/201907019595336?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=36
438,Volkswagen Golf 1.4 S 5dr,1899.0,FULL SERVICE HISTORY MOT 06/20,2007 (57 reg),Hatchback,105800,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 9 cars
","
skipton - 
73 miles away
                ",skipton,/classified/advert/201906229292640?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=36
439,Citroen C3 1.4 i Desire 5dr,1295.0,Extremely low mileage C3,2004 (04 reg),Hatchback,39000,1.4L,75bhp,Manual,Petrol,,"
Private seller
    ","
york - 
73 miles away
                ",york,/classified/advert/201907150080863?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=36
440,Volkswagen Golf 1.4 TSI GT Sport 3dr,2895.0,"1 yr MOT, service 7/19, 2 ownr",2008 (08 reg),Hatchback,81800,1.4L,138bhp,Manual,Petrol,,"
Private seller
    ","
ilkley - 
73 miles away
                ",ilkley,/classified/advert/201907130042536?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=36
441,Toyota Yaris 1.4 D-4D T3 5dr,1900.0,Toyota Yaris 1.4 D-4D TR 5dr,2008 (58 reg),Hatchback,110000,1.4L,88bhp,Manual,Diesel,,"
Private seller
    ","
york - 
74 miles away
                ",york,/classified/advert/201907210312963?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=36
442,Nissan Note 1.4 16v Visia 5dr,1875.0,FULL SERVICE HISTORY HPI CLEAR,2010 (10 reg),Hatchback,93827,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 7 cars
","
york - 
74 miles away
                ",york,/classified/advert/201907210301555?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=36
